loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,Income_to_Loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_status1
488,5,Not Graduate,No,6300000,14800000,0.425675676,6,608,16100000,10500000,21800000,5400000,Approved,1
489,4,Graduate,Yes,2500000,5300000,0.471698113,10,540,2300000,2800000,7100000,1700000,Rejected,0
490,0,Graduate,Yes,7500000,16800000,0.446428571,16,492,21500000,4800000,25400000,11100000,Rejected,0
491,3,Not Graduate,No,2900000,8500000,0.341176471,14,834,1200000,4500000,8800000,1800000,Approved,1
492,3,Graduate,Yes,1000000,3500000,0.285714286,16,834,800000,1700000,3000000,700000,Approved,1
493,2,Graduate,Yes,8600000,28800000,0.298611111,8,890,23300000,5900000,21200000,7200000,Approved,1
494,1,Not Graduate,No,300000,1100000,0.272727273,12,443,600000,400000,1200000,200000,Rejected,0
495,5,Not Graduate,No,2300000,5700000,0.403508772,18,329,5600000,3300000,4900000,2700000,Rejected,0
496,2,Not Graduate,Yes,2400000,5400000,0.444444444,12,739,300000,2500000,5000000,3000000,Approved,1
497,5,Graduate,Yes,9800000,30300000,0.323432343,6,867,20800000,16000000,30200000,7600000,Approved,1
498,2,Not Graduate,No,8100000,24800000,0.326612903,6,307,200000,4000000,31100000,10500000,Rejected,0
499,3,Graduate,No,6700000,15500000,0.432258065,18,492,2100000,2000000,26300000,9400000,Rejected,0
500,1,Not Graduate,Yes,8400000,24700000,0.340080972,18,698,23000000,13200000,32700000,12200000,Approved,1
501,2,Graduate,No,200000,700000,0.285714286,8,851,400000,200000,800000,200000,Approved,1
502,2,Graduate,No,4700000,12500000,0.376,14,375,1300000,6300000,10100000,5400000,Rejected,0
503,0,Graduate,Yes,4300000,14300000,0.300699301,14,601,3800000,900000,16700000,5700000,Approved,1
504,4,Not Graduate,No,2200000,7000000,0.314285714,20,756,3600000,3900000,5700000,1200000,Approved,1
505,4,Graduate,Yes,8600000,19200000,0.447916667,4,868,20400000,1500000,32800000,9300000,Approved,1
506,4,Graduate,Yes,2000000,7200000,0.277777778,10,838,2500000,300000,7600000,1000000,Approved,1
507,4,Not Graduate,Yes,4200000,15900000,0.264150943,14,375,7200000,7900000,16200000,3000000,Rejected,0
508,0,Not Graduate,Yes,5100000,12500000,0.408,18,778,3300000,1000000,14800000,3200000,Approved,1
509,2,Graduate,Yes,4100000,11200000,0.366071429,6,442,12200000,4100000,10000000,4500000,Rejected,0
510,1,Graduate,Yes,9900000,39500000,0.250632911,12,808,11800000,3700000,30200000,13500000,Approved,1
511,1,Not Graduate,Yes,3200000,9000000,0.355555556,20,372,2700000,2800000,7200000,3800000,Rejected,0
512,2,Graduate,No,5500000,19000000,0.289473684,4,597,1100000,4000000,18700000,5300000,Approved,1
513,0,Graduate,Yes,7800000,29100000,0.268041237,20,435,21100000,13000000,17300000,9700000,Rejected,0
514,3,Graduate,Yes,3400000,9700000,0.350515464,20,728,1500000,1500000,7300000,2400000,Approved,1
515,4,Graduate,Yes,7900000,25900000,0.305019305,14,373,10900000,14300000,27700000,7600000,Rejected,0
516,3,Graduate,Yes,8900000,18500000,0.481081081,10,367,6100000,0,32000000,10300000,Rejected,0
517,2,Graduate,No,7300000,19100000,0.382198953,14,552,2000000,13400000,16800000,4000000,Approved,1
518,4,Not Graduate,Yes,3300000,10600000,0.311320755,8,465,500000,4400000,7300000,2800000,Rejected,0
519,4,Graduate,Yes,2900000,10500000,0.276190476,8,607,4400000,5500000,7600000,3800000,Approved,1
520,2,Graduate,Yes,500000,1300000,0.384615385,4,427,1400000,500000,1800000,600000,Rejected,0
521,3,Not Graduate,No,7200000,21200000,0.339622642,4,711,10800000,4200000,24900000,5700000,Approved,1
522,3,Not Graduate,No,8300000,24100000,0.34439834,14,823,5900000,700000,24000000,7700000,Approved,1
523,1,Not Graduate,Yes,8700000,20500000,0.424390244,6,523,19300000,6500000,23700000,4800000,Rejected,0
524,4,Not Graduate,Yes,7100000,27900000,0.254480287,10,328,9000000,13400000,26500000,7700000,Rejected,0
525,3,Graduate,Yes,9800000,28200000,0.34751773,12,721,15800000,6500000,21900000,9600000,Approved,1
526,0,Graduate,Yes,6900000,17000000,0.405882353,20,599,18100000,9400000,26600000,4300000,Approved,1
527,0,Not Graduate,No,2400000,5000000,0.48,14,580,5900000,4400000,5500000,3200000,Approved,1
528,1,Not Graduate,Yes,2100000,4900000,0.428571429,10,744,200000,2000000,5400000,1000000,Approved,1
529,2,Graduate,Yes,7200000,23900000,0.30125523,4,559,4200000,12200000,17800000,10800000,Approved,1
530,2,Graduate,No,4600000,13500000,0.340740741,16,587,7700000,5900000,10600000,5000000,Approved,1
531,5,Graduate,Yes,9900000,31800000,0.311320755,18,817,23400000,700000,32600000,11500000,Approved,1
532,4,Not Graduate,Yes,300000,1000000,0.3,20,655,0,100000,1100000,400000,Approved,1
533,5,Graduate,Yes,6900000,23900000,0.288702929,6,382,17100000,6900000,21500000,8900000,Rejected,0
534,2,Graduate,Yes,1700000,4300000,0.395348837,6,765,5000000,1500000,3400000,900000,Approved,1
535,2,Graduate,Yes,4400000,10000000,0.44,20,516,7400000,7600000,12200000,5100000,Rejected,0
536,4,Not Graduate,Yes,4300000,15000000,0.286666667,8,383,4700000,100000,9000000,4900000,Rejected,0
537,2,Not Graduate,No,3700000,14100000,0.262411348,6,633,800000,200000,11300000,3400000,Approved,1
538,1,Graduate,No,5900000,15200000,0.388157895,2,547,17100000,2000000,14700000,3600000,Rejected,0
539,5,Not Graduate,Yes,8600000,26300000,0.326996198,10,843,23300000,9800000,18100000,11300000,Approved,1
540,3,Not Graduate,Yes,3400000,13200000,0.257575758,8,783,6500000,300000,13000000,4900000,Approved,1
541,3,Not Graduate,Yes,1000000,3200000,0.3125,14,790,1900000,100000,3600000,1100000,Approved,1
542,1,Not Graduate,Yes,4400000,14200000,0.309859155,16,409,12700000,1300000,12600000,4500000,Rejected,0
543,0,Not Graduate,No,3600000,7800000,0.461538462,14,376,9800000,6900000,11900000,3000000,Rejected,0
544,3,Not Graduate,No,1400000,2700000,0.518518519,8,625,3100000,1800000,3400000,1000000,Approved,1
545,0,Not Graduate,No,5300000,10900000,0.486238532,18,707,12900000,2600000,12700000,7600000,Approved,1
546,3,Graduate,Yes,9400000,20500000,0.458536585,6,645,17400000,13000000,24500000,10200000,Approved,1
547,4,Not Graduate,Yes,6600000,22100000,0.298642534,6,887,3600000,3500000,19800000,4700000,Approved,1
548,5,Graduate,No,9800000,37600000,0.260638298,18,319,19200000,5100000,19900000,5100000,Rejected,0
549,1,Not Graduate,No,1900000,4900000,0.387755102,20,647,4100000,2100000,6800000,1700000,Approved,1
550,2,Not Graduate,Yes,5800000,22500000,0.257777778,6,888,11900000,2600000,17100000,4800000,Approved,1
551,2,Not Graduate,No,3100000,10400000,0.298076923,10,420,6900000,5900000,10000000,3500000,Rejected,0
552,0,Graduate,No,6800000,18400000,0.369565217,2,791,4000000,900000,20200000,9900000,Approved,1
553,5,Not Graduate,No,4600000,16200000,0.283950617,12,891,5900000,1200000,10800000,3700000,Approved,1
554,2,Not Graduate,Yes,200000,700000,0.285714286,16,641,600000,200000,600000,100000,Approved,1
555,3,Not Graduate,Yes,9500000,22800000,0.416666667,6,319,200000,18800000,34100000,9400000,Rejected,0
556,5,Not Graduate,Yes,6200000,22200000,0.279279279,20,819,13500000,6600000,21700000,8700000,Approved,1
557,4,Not Graduate,Yes,9700000,32300000,0.300309598,18,387,11600000,14300000,20000000,5400000,Rejected,0
558,5,Graduate,Yes,4200000,12300000,0.341463415,2,686,10500000,200000,15600000,4200000,Approved,1
559,1,Graduate,Yes,5700000,12000000,0.475,4,415,15700000,900000,17300000,7400000,Rejected,0
560,2,Graduate,Yes,200000,500000,0.4,6,885,-100000,0,300000,200000,Rejected,0
561,4,Graduate,No,8000000,25500000,0.31372549,4,722,17200000,13900000,26200000,4900000,Approved,1
562,4,Graduate,No,5200000,20400000,0.254901961,20,761,4700000,1600000,14300000,6200000,Approved,1
563,1,Graduate,Yes,7100000,15200000,0.467105263,8,389,5900000,900000,24300000,5900000,Rejected,0
564,1,Graduate,Yes,9300000,27900000,0.333333333,12,600,2100000,4200000,29000000,6600000,Approved,1
565,5,Graduate,No,2000000,6100000,0.327868852,2,407,1900000,1900000,4600000,2000000,Approved,1
566,3,Graduate,Yes,3900000,14000000,0.278571429,18,829,5200000,4000000,11600000,2700000,Approved,1
567,2,Not Graduate,No,2800000,5900000,0.474576271,6,895,1000000,3900000,10900000,1500000,Approved,1
568,5,Graduate,Yes,3000000,11100000,0.27027027,12,441,8500000,2500000,7300000,2000000,Rejected,0
569,4,Not Graduate,No,4500000,9800000,0.459183673,16,895,9800000,8200000,13900000,5500000,Approved,1
570,4,Graduate,No,1900000,4300000,0.441860465,4,826,2400000,0,7000000,900000,Approved,1
571,1,Graduate,No,2300000,7200000,0.319444444,8,453,3000000,2100000,8100000,3400000,Rejected,0
572,0,Graduate,No,4700000,17500000,0.268571429,2,701,5400000,2300000,11700000,7000000,Approved,1
573,2,Not Graduate,Yes,1300000,2700000,0.481481481,8,627,100000,300000,2600000,1300000,Approved,1
574,3,Graduate,No,3100000,11000000,0.281818182,2,543,5900000,2200000,9000000,2400000,Approved,1
575,0,Graduate,No,8400000,17500000,0.48,18,411,13200000,5300000,31300000,10400000,Rejected,0
576,5,Graduate,Yes,1700000,5800000,0.293103448,4,583,2000000,1800000,6000000,2300000,Approved,1
577,2,Not Graduate,No,1900000,7500000,0.253333333,2,889,600000,1100000,7100000,2600000,Approved,1
578,3,Not Graduate,No,2400000,8600000,0.279069767,8,684,3400000,2400000,6200000,1600000,Approved,1
579,5,Graduate,No,6800000,20500000,0.331707317,10,578,500000,11800000,27200000,3400000,Approved,1
580,1,Graduate,No,2900000,10900000,0.266055046,20,445,6600000,2800000,9300000,2600000,Rejected,0
581,4,Graduate,Yes,8900000,26300000,0.338403042,10,369,23900000,7000000,27400000,12100000,Rejected,0
582,1,Not Graduate,No,8800000,22200000,0.396396396,18,794,8400000,11900000,21000000,10500000,Approved,1
583,0,Graduate,Yes,8200000,19200000,0.427083333,16,492,16500000,9200000,20000000,7200000,Rejected,0
584,3,Not Graduate,Yes,3600000,13200000,0.272727273,16,557,9800000,4000000,9900000,2100000,Approved,1
585,4,Graduate,Yes,9500000,31800000,0.298742138,6,519,5900000,1300000,28400000,12200000,Rejected,0
586,0,Not Graduate,Yes,1900000,5700000,0.333333333,18,699,5500000,200000,6500000,2000000,Approved,1
587,3,Not Graduate,Yes,9100000,24600000,0.369918699,2,741,8000000,4000000,35500000,13600000,Approved,1
588,5,Graduate,No,1100000,3800000,0.289473684,18,508,200000,1800000,2300000,900000,Rejected,0
589,5,Not Graduate,Yes,1100000,2800000,0.392857143,10,647,2700000,2000000,4300000,1400000,Approved,1
590,1,Graduate,No,9300000,28600000,0.325174825,14,656,17300000,9100000,27400000,12500000,Approved,1
591,4,Graduate,Yes,3900000,10600000,0.367924528,2,439,300000,7600000,14800000,2500000,Rejected,0
592,5,Not Graduate,Yes,1500000,4000000,0.375,12,350,2900000,1900000,4400000,1200000,Rejected,0
593,5,Graduate,No,800000,2200000,0.363636364,6,493,900000,500000,2800000,1000000,Rejected,0
594,4,Graduate,No,600000,1800000,0.333333333,6,851,100000,1100000,2100000,800000,Approved,1
595,2,Graduate,No,4400000,12500000,0.352,18,492,7900000,1200000,10100000,2700000,Rejected,0
596,4,Graduate,Yes,2700000,5400000,0.5,6,861,6300000,2400000,6700000,2700000,Approved,1
597,3,Not Graduate,Yes,6200000,14600000,0.424657534,2,664,18300000,8400000,16800000,6600000,Approved,1
598,5,Graduate,Yes,700000,1300000,0.538461538,16,362,2100000,1300000,2000000,1000000,Rejected,0
599,0,Graduate,No,3400000,9400000,0.361702128,6,703,600000,6000000,8600000,2600000,Approved,1
600,1,Not Graduate,Yes,4900000,16800000,0.291666667,12,758,1700000,2700000,11100000,5900000,Approved,1
601,3,Not Graduate,Yes,4200000,9700000,0.432989691,2,396,700000,8200000,8600000,4300000,Rejected,0
602,0,Graduate,Yes,5300000,10600000,0.5,2,828,8100000,6700000,17400000,5800000,Approved,1
603,5,Graduate,Yes,3700000,10000000,0.37,20,709,8000000,800000,12000000,2200000,Approved,1
604,4,Not Graduate,Yes,5600000,17500000,0.32,10,528,14200000,2300000,12100000,7200000,Rejected,0
605,2,Graduate,Yes,4300000,16000000,0.26875,14,623,9800000,6700000,17000000,4500000,Approved,1
606,4,Not Graduate,Yes,7100000,24500000,0.289795918,14,599,9100000,7000000,20400000,6800000,Approved,1
607,4,Graduate,Yes,5400000,12700000,0.42519685,4,622,11000000,3300000,15100000,6500000,Approved,1
608,0,Not Graduate,No,6000000,13100000,0.458015267,6,385,16600000,7600000,22000000,7400000,Rejected,0
609,4,Graduate,Yes,4100000,12500000,0.328,2,579,10900000,7200000,12200000,2000000,Approved,1
610,4,Not Graduate,No,8300000,17900000,0.463687151,20,846,12700000,1300000,26800000,12200000,Approved,1
611,3,Graduate,No,8100000,23900000,0.338912134,10,449,7100000,6100000,28300000,8900000,Rejected,0
612,1,Not Graduate,No,7200000,24900000,0.289156627,14,666,3600000,11600000,16600000,5800000,Approved,1
613,5,Graduate,No,7200000,17500000,0.411428571,4,380,2300000,400000,17500000,6200000,Rejected,0
614,2,Graduate,Yes,3500000,8100000,0.432098765,4,589,3800000,6700000,12500000,2700000,Approved,1
615,1,Graduate,No,6200000,19500000,0.317948718,12,845,9100000,2900000,15300000,4000000,Approved,1
616,3,Not Graduate,No,5200000,17300000,0.300578035,10,401,2600000,1400000,12700000,6400000,Rejected,0
617,0,Not Graduate,No,4500000,14500000,0.310344828,2,766,6100000,8400000,17200000,6600000,Approved,1
618,5,Not Graduate,No,5400000,15100000,0.357615894,12,522,5200000,4700000,13900000,5700000,Rejected,0
619,3,Not Graduate,Yes,2000000,6900000,0.289855072,6,834,2200000,2800000,6400000,3000000,Approved,1
620,3,Graduate,No,8900000,25400000,0.350393701,8,588,19400000,12100000,18800000,4500000,Approved,1
621,2,Graduate,No,5000000,10600000,0.471698113,4,570,11900000,900000,14800000,7100000,Approved,1
622,2,Graduate,No,4900000,17600000,0.278409091,6,860,13600000,7500000,12700000,5600000,Approved,1
623,4,Graduate,Yes,5300000,19200000,0.276041667,4,655,14200000,6900000,17800000,3900000,Approved,1
624,3,Not Graduate,Yes,8500000,27700000,0.306859206,4,457,3600000,400000,18900000,5200000,Approved,1
625,5,Graduate,Yes,700000,2100000,0.333333333,14,863,100000,1200000,2700000,600000,Approved,1
626,3,Not Graduate,Yes,5900000,18900000,0.312169312,4,742,10800000,4500000,23200000,8000000,Approved,1
627,3,Graduate,No,3500000,13300000,0.263157895,4,798,7400000,5300000,12100000,3600000,Approved,1
628,5,Not Graduate,Yes,7700000,18900000,0.407407407,16,552,15600000,6100000,23900000,6600000,Approved,1
629,2,Not Graduate,Yes,4500000,12500000,0.36,12,418,400000,4300000,12400000,4300000,Rejected,0
630,0,Graduate,No,9100000,22200000,0.40990991,6,419,7400000,600000,18200000,9800000,Rejected,0
631,1,Not Graduate,Yes,9000000,29900000,0.301003344,2,668,22100000,7200000,24400000,4700000,Approved,1
632,2,Not Graduate,No,8900000,29200000,0.304794521,8,608,10800000,5200000,33500000,11700000,Approved,1
633,5,Not Graduate,No,6500000,13800000,0.471014493,10,342,15300000,2300000,14400000,7300000,Rejected,0
634,4,Not Graduate,Yes,8100000,18000000,0.45,8,817,1400000,7800000,16900000,10800000,Approved,1
635,1,Not Graduate,No,8400000,29900000,0.280936455,16,476,16100000,2400000,32700000,7500000,Rejected,0
636,0,Not Graduate,No,5300000,20000000,0.265,6,881,15900000,3700000,19500000,4000000,Approved,1
637,2,Graduate,No,4100000,15600000,0.262820513,12,838,5500000,4800000,15100000,2700000,Approved,1
638,3,Not Graduate,No,6900000,27400000,0.251824818,4,406,10200000,6500000,23900000,5300000,Approved,1
639,1,Graduate,Yes,5200000,19500000,0.266666667,12,778,5200000,4300000,19900000,5800000,Approved,1
640,5,Not Graduate,Yes,2000000,7400000,0.27027027,14,799,3600000,3700000,4300000,1100000,Approved,1
641,3,Graduate,No,4600000,17800000,0.258426966,20,716,12600000,2600000,10800000,4500000,Approved,1
642,0,Graduate,Yes,7100000,20100000,0.353233831,16,756,8000000,5000000,17600000,5400000,Approved,1
643,0,Not Graduate,No,9300000,20100000,0.462686567,10,743,4800000,1800000,21900000,13600000,Approved,1
644,3,Not Graduate,No,5400000,19400000,0.278350515,20,731,13800000,3200000,20000000,4300000,Approved,1
645,3,Not Graduate,No,4100000,8500000,0.482352941,2,833,12000000,0,16200000,3400000,Approved,1
646,4,Not Graduate,No,4900000,11400000,0.429824561,8,470,12000000,7500000,14700000,4800000,Rejected,0
647,5,Graduate,Yes,5400000,21200000,0.254716981,20,734,7300000,1800000,11500000,7500000,Approved,1
648,0,Graduate,No,3000000,9600000,0.3125,12,620,7900000,0,8600000,3600000,Approved,1
649,0,Not Graduate,Yes,6800000,14400000,0.472222222,8,812,15200000,4500000,21100000,6400000,Approved,1
650,4,Graduate,Yes,5100000,14000000,0.364285714,12,459,9800000,0,10400000,6800000,Rejected,0
651,0,Graduate,Yes,9800000,32600000,0.300613497,10,704,7000000,12100000,30000000,4900000,Approved,1
652,1,Graduate,Yes,1600000,4100000,0.390243902,6,391,4300000,1400000,5700000,700000,Rejected,0
653,4,Graduate,No,8000000,29100000,0.274914089,4,421,3100000,12000000,27000000,8800000,Approved,1
654,5,Graduate,No,2900000,6700000,0.432835821,14,796,3800000,3700000,9700000,4200000,Approved,1
655,4,Graduate,No,9200000,30300000,0.303630363,10,607,24000000,16600000,29600000,8900000,Approved,1
656,3,Not Graduate,No,9500000,20400000,0.465686275,14,376,2300000,6600000,25900000,8400000,Rejected,0
657,0,Graduate,Yes,3700000,8500000,0.435294118,8,424,1900000,5600000,14800000,4100000,Rejected,0
658,5,Graduate,Yes,7100000,20800000,0.341346154,6,442,2900000,7100000,28200000,7100000,Rejected,0
659,5,Not Graduate,No,5600000,17600000,0.318181818,14,448,6700000,3500000,18900000,6800000,Rejected,0
660,0,Graduate,Yes,1200000,2700000,0.444444444,2,638,1500000,500000,2700000,1500000,Approved,1
661,3,Not Graduate,No,1600000,5600000,0.285714286,6,710,3100000,800000,6000000,1600000,Approved,1
662,4,Not Graduate,Yes,1600000,4800000,0.333333333,20,641,4200000,1000000,4100000,1400000,Approved,1
663,2,Not Graduate,No,5300000,20200000,0.262376238,10,348,9200000,9500000,17300000,6100000,Rejected,0
664,5,Not Graduate,No,9100000,19900000,0.457286432,20,519,9300000,16400000,28900000,10500000,Rejected,0
665,4,Not Graduate,Yes,9400000,35000000,0.268571429,10,517,10700000,15100000,27500000,6700000,Rejected,0
666,3,Not Graduate,No,5900000,22400000,0.263392857,6,375,6500000,10500000,18100000,4800000,Rejected,0
667,2,Graduate,Yes,1100000,3400000,0.323529412,10,426,300000,800000,3900000,1400000,Rejected,0
668,4,Graduate,Yes,3100000,11500000,0.269565217,14,785,3200000,3100000,9100000,4200000,Approved,1
669,4,Not Graduate,No,2200000,8600000,0.255813953,20,373,4100000,1300000,5900000,1400000,Rejected,0
670,1,Graduate,No,6000000,20100000,0.298507463,6,476,13900000,10000000,15200000,5500000,Rejected,0
671,1,Graduate,Yes,2000000,5600000,0.357142857,18,320,2400000,2300000,4600000,2100000,Rejected,0
672,4,Graduate,No,7200000,22900000,0.31441048,18,657,14600000,400000,17400000,8800000,Approved,1
673,1,Not Graduate,Yes,500000,1900000,0.263157895,12,868,200000,500000,1800000,300000,Approved,1
674,1,Not Graduate,Yes,5800000,13900000,0.417266187,6,345,4000000,9300000,20900000,5500000,Rejected,0
675,0,Not Graduate,No,200000,300000,0.666666667,6,472,400000,100000,700000,0,Rejected,0
676,4,Not Graduate,Yes,4600000,9500000,0.484210526,20,613,5200000,5900000,13700000,3000000,Approved,1
677,5,Not Graduate,Yes,4600000,12800000,0.359375,14,769,13100000,8600000,12100000,3500000,Approved,1
678,1,Graduate,No,6500000,23100000,0.281385281,20,741,11400000,8500000,25700000,7900000,Approved,1
679,4,Not Graduate,Yes,4400000,16600000,0.265060241,14,889,800000,1400000,14900000,5900000,Approved,1
680,0,Not Graduate,Yes,900000,3600000,0.25,10,683,1400000,700000,3500000,400000,Approved,1
681,0,Not Graduate,Yes,3200000,7400000,0.432432432,18,780,4200000,2600000,9000000,2800000,Approved,1
682,3,Graduate,No,600000,1100000,0.545454545,8,538,500000,800000,1400000,300000,Rejected,0
683,1,Not Graduate,No,5200000,12600000,0.412698413,10,721,1100000,8700000,13900000,3600000,Approved,1
684,3,Not Graduate,Yes,6400000,15200000,0.421052632,14,467,15500000,9100000,18400000,3200000,Rejected,0
685,2,Not Graduate,No,1000000,2500000,0.4,6,551,1700000,200000,3700000,900000,Approved,1
686,2,Not Graduate,No,6800000,14800000,0.459459459,14,803,11300000,3300000,19600000,6600000,Approved,1
687,0,Graduate,No,3000000,8400000,0.357142857,10,361,7700000,200000,7300000,1800000,Rejected,0
688,1,Not Graduate,Yes,8700000,30700000,0.283387622,6,708,20600000,4500000,27600000,9300000,Approved,1
689,4,Graduate,Yes,8800000,20900000,0.421052632,18,766,13500000,15400000,34500000,13100000,Approved,1
690,1,Not Graduate,Yes,3900000,11500000,0.339130435,2,464,9300000,5700000,12400000,5100000,Rejected,0
691,5,Graduate,No,1700000,4300000,0.395348837,2,517,100000,200000,6200000,1600000,Rejected,0
692,3,Not Graduate,Yes,900000,2300000,0.391304348,6,747,1200000,200000,2900000,600000,Approved,1
693,1,Not Graduate,No,7200000,24700000,0.291497976,6,596,8800000,1400000,21700000,5800000,Approved,1
694,0,Graduate,No,9200000,25400000,0.362204724,2,783,25400000,2000000,19600000,12400000,Approved,1
695,3,Not Graduate,No,5700000,19400000,0.293814433,2,335,7400000,10600000,20600000,7100000,Approved,1
696,5,Not Graduate,Yes,1100000,2700000,0.407407407,4,889,1900000,1000000,2200000,500000,Approved,1
697,2,Not Graduate,Yes,1100000,2200000,0.5,4,874,1900000,1300000,2100000,900000,Approved,1
698,0,Graduate,Yes,6000000,23900000,0.251046025,4,394,6700000,5800000,21900000,4500000,Approved,1
699,2,Graduate,Yes,8100000,28500000,0.284210526,20,420,1500000,1400000,31800000,10000000,Rejected,0
700,2,Not Graduate,Yes,6500000,25100000,0.258964143,20,848,11500000,8600000,17400000,4400000,Approved,1
701,0,Graduate,Yes,7600000,17900000,0.424581006,16,788,1700000,7800000,27100000,5900000,Approved,1
702,1,Graduate,No,2200000,4900000,0.448979592,8,509,3800000,0,5400000,2900000,Rejected,0
703,4,Graduate,Yes,6300000,23900000,0.263598326,6,899,-100000,11400000,20600000,6700000,Approved,1
704,4,Not Graduate,Yes,6700000,15800000,0.424050633,12,466,7500000,4600000,19900000,6600000,Rejected,0
705,5,Graduate,Yes,1300000,4300000,0.302325581,2,595,1300000,500000,2900000,1500000,Approved,1
706,1,Not Graduate,No,2800000,6700000,0.417910448,12,322,1900000,2000000,8600000,2100000,Rejected,0
707,3,Graduate,No,7000000,18900000,0.37037037,2,691,6300000,7400000,15200000,3900000,Approved,1
708,3,Not Graduate,Yes,8800000,26700000,0.329588015,10,379,10100000,15500000,27000000,9700000,Rejected,0
709,0,Graduate,No,8900000,25800000,0.34496124,18,531,12400000,3400000,22900000,5400000,Rejected,0
710,5,Not Graduate,No,7000000,21800000,0.321100917,4,631,8100000,7100000,14600000,10000000,Approved,1
711,0,Graduate,Yes,6900000,18600000,0.370967742,10,330,19600000,9400000,16400000,4500000,Rejected,0
712,5,Graduate,No,9200000,29200000,0.315068493,16,383,17700000,13300000,30400000,5700000,Rejected,0
713,0,Graduate,Yes,6100000,19700000,0.30964467,16,678,13700000,2300000,19300000,5500000,Approved,1
714,1,Graduate,Yes,4400000,14700000,0.299319728,8,894,11400000,6300000,9400000,2400000,Approved,1
715,4,Not Graduate,No,9900000,22700000,0.436123348,12,567,28300000,9900000,29700000,5400000,Approved,1
716,5,Not Graduate,No,3900000,14000000,0.278571429,4,708,700000,1800000,15600000,5200000,Approved,1
717,3,Graduate,No,6800000,21200000,0.320754717,2,433,10700000,1900000,23200000,6300000,Approved,1
718,4,Not Graduate,No,3600000,8700000,0.413793103,14,302,6400000,3700000,7800000,4100000,Rejected,0
719,4,Graduate,No,700000,2600000,0.269230769,14,736,2100000,600000,1900000,400000,Approved,1
720,2,Not Graduate,Yes,4000000,8500000,0.470588235,6,323,11200000,1000000,14300000,4100000,Rejected,0
721,4,Graduate,No,1800000,4100000,0.43902439,12,670,1900000,2900000,4700000,2200000,Approved,1
722,3,Not Graduate,No,5600000,21000000,0.266666667,12,609,8800000,11000000,15800000,4900000,Approved,1
723,4,Not Graduate,No,6800000,24200000,0.280991736,18,349,18800000,0,15800000,9400000,Rejected,0
724,5,Not Graduate,Yes,600000,1500000,0.4,2,319,100000,1100000,2100000,600000,Rejected,0
725,1,Not Graduate,No,4200000,16200000,0.259259259,14,391,5800000,2100000,14100000,2600000,Rejected,0
726,4,Not Graduate,No,5000000,18700000,0.267379679,10,755,3600000,600000,13000000,2600000,Approved,1
727,1,Not Graduate,No,4100000,12200000,0.336065574,6,354,7300000,5600000,16300000,3500000,Rejected,0
728,3,Not Graduate,Yes,2200000,8800000,0.25,2,877,5000000,1300000,6400000,3100000,Approved,1
729,1,Not Graduate,No,3400000,8600000,0.395348837,16,312,6400000,6100000,8400000,3000000,Rejected,0
730,0,Graduate,No,7100000,15900000,0.446540881,14,746,9500000,3900000,23500000,8000000,Approved,1
731,3,Graduate,No,5800000,19600000,0.295918367,16,313,11100000,8100000,22700000,6300000,Rejected,0
732,2,Graduate,No,3400000,12900000,0.263565891,14,857,3400000,2500000,8700000,1900000,Approved,1
733,2,Not Graduate,No,7700000,18300000,0.420765027,20,504,14600000,500000,18300000,4600000,Rejected,0
734,0,Graduate,No,500000,1200000,0.416666667,14,556,900000,0,1800000,500000,Approved,1
735,2,Graduate,Yes,5300000,11000000,0.481818182,14,393,6800000,2400000,20500000,5200000,Rejected,0
736,0,Graduate,No,4700000,14400000,0.326388889,14,881,11000000,6100000,17600000,2400000,Approved,1
737,2,Graduate,Yes,4300000,12200000,0.352459016,14,719,5100000,2600000,14000000,5700000,Approved,1
738,2,Graduate,Yes,900000,2500000,0.36,16,458,-100000,100000,3200000,1100000,Rejected,0
739,4,Graduate,No,2000000,7500000,0.266666667,14,857,4300000,1500000,4200000,2100000,Approved,1
740,2,Graduate,Yes,2000000,7600000,0.263157895,16,429,5300000,3100000,5800000,2200000,Rejected,0
741,3,Not Graduate,No,4100000,15900000,0.257861635,12,538,3900000,800000,8800000,5700000,Rejected,0
742,1,Not Graduate,No,6900000,14400000,0.479166667,10,828,4600000,13000000,26700000,9000000,Approved,1
743,5,Graduate,Yes,2300000,6100000,0.37704918,6,339,5100000,2500000,8300000,2400000,Rejected,0
744,5,Graduate,Yes,5800000,16600000,0.34939759,18,376,2500000,7500000,21100000,2800000,Rejected,0
745,5,Not Graduate,No,8000000,30000000,0.266666667,14,549,14800000,200000,17300000,7000000,Rejected,0
746,3,Not Graduate,Yes,3700000,12700000,0.291338583,18,587,11000000,3100000,8800000,4100000,Approved,1
747,0,Not Graduate,No,2600000,8400000,0.30952381,18,861,0,3500000,6200000,3800000,Approved,1
748,0,Not Graduate,No,3000000,7000000,0.428571429,12,409,6400000,4900000,8000000,3500000,Rejected,0
749,4,Graduate,No,2700000,10200000,0.264705882,4,528,7800000,2200000,10000000,1600000,Approved,1
750,4,Not Graduate,No,5700000,19600000,0.290816327,8,691,8800000,2200000,12100000,3000000,Approved,1
751,2,Graduate,No,1500000,3600000,0.416666667,4,584,3900000,1300000,4800000,1700000,Approved,1
